12480 2
upsetting -0.360373 1.548900
manufactures 2.987387 0.176695
interview 1.149469 -0.387513
practices -0.957016 -1.003545
undertaken -2.371611 -2.078707
hinted 1.845513 0.542354
legislate 1.089716 1.104242
sweden -0.544244 -1.383535
tappmeyer -1.844664 1.484956
fluidized -2.335420 -2.000758
taqi -0.767267 -1.294189
size -1.727310 -1.457987
places 0.568499 0.544340
eugene 1.124799 1.390178
providing 1.867607 -0.336550
raided -0.690012 -0.632998
convincing 0.836603 -0.746930
tricks -2.096484 0.261447
expansive -0.058132 -3.176890
falls 1.423132 1.401488
repeatedly -1.754797 -0.850114
eurobonds 0.796858 -1.275636
clamps -0.644505 2.665184
listening 1.096036 -1.396283
aqazadeh 0.427833 -1.816965
fledgling 0.022262 -0.047965
sauce 1.081059 0.049200
banque 0.997292 -0.131268
front -0.732436 -2.848724
reaches 0.852004 -0.292967
shareholding -2.152923 -1.148952
kidokoro -0.708179 0.347947
groundnutseed -0.540744 -1.439601
bureau -0.054603 -2.042784
faltering 0.896318 1.291736
equally -1.589416 0.827194
steered -0.642653 -2.484227
widening -1.923325 0.803445
libres 0.711961 -0.477763
intervene -0.620036 0.036631
accepted -1.825748 -1.439082
guanta -1.008587 1.009672
tendered -0.533314 -2.383733
interallianz 0.885550 2.932387
denies -0.611625 -1.370695
proposes -0.441519 1.543651
oilfied 1.530410 -1.539277
siphoned -1.587286 -0.221567
sabah 2.764410 -0.560219
outspoken 0.438979 1.382467
hampering -0.144925 -1.806798
harvests 1.584609 -0.745104
fishmeal -0.625424 -1.183674
aspect -3.100620 -0.111931
sovereignty -0.696998 0.589861
findley 1.091850 2.212160
tacit -1.105526 0.742214
diversify -1.344924 0.253667
newest -1.831129 0.512601
cargoes -3.938847 -1.160500
unduly 1.190753 0.120514
clearing 0.920662 -0.070798
turgut 2.118969 0.699043
heat -0.748343 0.746213
dow -1.962893 1.080891
choppy 0.353222 -1.563092
okla -2.107442 1.201052
watchword -0.534112 1.854073
sectors 1.663707 0.081505
persuaded 1.888403 -0.368419
complained -1.856265 -0.811150
hurting -0.505679 -0.279707
parities 0.294577 0.934341
installations -1.666280 -1.726773
exemption -2.546275 0.278367
reseed -2.161737 0.496486
revalued -0.072229 1.358302
recoverable -0.650387 2.689053
resende -0.605638 -2.077390
bloc -1.827168 1.984105
dakhil -1.122384 -0.276445
ian -3.133714 -1.860253
workable -2.052664 -2.557228
assignment 0.461182 0.661465
fluctuations -2.025903 -0.648000
revamp 1.887924 -1.886128
tea 3.107398 0.044935
amounted 0.713907 0.178584
quality -1.289686 0.623417
industrialized -1.141426 -3.530264
diplomat -1.146906 -0.159600
metro 0.187063 -1.608974
monitored 2.114497 0.714678
ltd -0.159131 0.525230
properly -0.398055 0.290821
geneva 0.160086 0.081500
account 0.406724 0.905220
wildlife -0.231631 -2.281357
ranged -2.374972 1.144824
liqudity -1.129918 -0.696511
metal 1.451592 -3.511940
substituted -1.704950 -1.756483
structure -0.639983 1.571345
viewed 0.635887 0.499849
else 1.049397 1.420588
two 1.208366 2.201290
enterprise -1.354665 0.538464
montedison -1.463902 -0.236912
sir 2.270753 1.220637
past -1.236075 0.485128
coupons -0.724012 0.186527
dedramatise 1.199728 1.652265
mutsuki 2.305644 0.700594
underlined 1.795832 -1.475124
papers -1.211048 1.236563
acclerated 1.749224 -1.573174
deregulate -3.527124 0.551733
breach 1.215864 0.851039
scattered 1.094661 0.142603
albeit 1.646511 -0.501586
seoul -1.088210 -0.807136
catapulted -0.566963 1.025653
night -0.082259 -3.014327
competing 0.423008 0.178660
car 2.268865 0.779103
goes -0.962487 -0.315736
diht 1.163777 -0.976034
shakeup -1.835164 -0.167485
urban 0.291272 0.840290
sunflowers 0.711013 0.643964
condemns -0.272760 -1.585408
exclusion 1.604269 -2.500798
passed 0.134620 1.263258
sanguine 1.026275 2.587641
upon 0.010998 -1.470383
headquarters -1.863661 -0.787405
standoff 1.441855 4.306966
eider -0.673127 2.527519
ratification 1.326086 -0.572857
deductions -1.375929 -1.772352
expected 1.330620 -1.201730
egypt -2.135895 1.666124
delicate -1.399434 -1.155560
coinciding 1.755955 0.881993
reprimanded -0.227344 -0.700257
companies -1.042555 1.055654
currency -2.799000 -1.267964
euromoney 2.348170 -1.566174
betting 1.154876 1.937826
negotiate -1.400453 1.088472
disappointment -2.372614 -0.131630
sweeney -0.210220 -2.858757
zubedei -0.668853 2.387665
violation 0.435242 1.585320
fails 1.717178 -2.536522
ordered -0.215573 0.482753
field 0.870250 2.813888
debts -0.678039 1.529386
pima 1.283832 1.642000
baer -2.079061 -1.108515
arrangement 3.506509 0.958248
economies -0.415706 0.000568
inoperative 1.780405 -0.691274
greenshields 1.871994 -0.146924
insurers 3.839890 -0.621873
thrashing 1.990445 -2.223277
edging -3.788860 1.335410
securitisation -2.569935 -2.853877
founder 1.693847 0.324681
disguise -1.771246 -1.934324
swings -0.120186 -0.139915
sorties 0.809571 1.963732
proving -0.158301 -0.401752
cede -1.339095 1.813094
hormuz 1.154987 3.886286
papuan -0.912746 0.541337
ailing -1.090239 2.465632
lump 0.819121 0.421160
weekend -0.876175 0.293925
half -0.007501 1.166659
distancing 1.846345 0.523615
osg 1.193237 -0.077854
haltenbanken 1.170112 2.132822
dmp -0.823730 0.909273
breakthrough -0.289514 -0.440805
overreact 0.645840 -0.891129
mcginley -1.205231 -2.272224
targeting -0.925381 -0.038753
repurchase 0.566111 1.835177
rupiah -0.504146 -1.124017
willingness 1.047201 1.641996
definitively -0.094608 2.871035
oppposed -1.218611 -1.562285
floods -4.354138 -0.148077
tightens 2.687696 1.773410
forecasting 0.019143 1.300537
panel -0.410884 -2.832446
bullion -0.148970 -0.276706
geiger 1.697238 -0.382875
gotten -0.642423 -0.028974
throws -1.256159 -0.834753
eve -2.312338 4.240877
reforming -1.404438 -0.401514
areias -0.523554 1.260269
network 0.107703 1.046596
lisbon -1.877262 2.305695
taxi 1.366773 0.067896
gmt -0.942134 1.500964
matures 0.141886 1.186739
unleashing -0.492924 -2.057764
silfer 0.301082 0.838501
nisker -0.569475 2.207093
calculated 3.081758 -1.269597
placements 0.650674 -1.660084
term 1.307450 2.907089
carlucci -1.284319 -1.021825
preferential 0.062937 0.603362
mite 1.303222 1.636639
aims -0.509270 1.453893
dhabi 1.241098 1.045796
nations -1.076770 -0.735767
guilder 0.855410 -2.548252
stats 1.493379 0.533757
berger -1.610936 -0.505579
big 0.154323 1.270337
technical -0.021044 1.964211
bouses 1.402007 1.382655
compete -1.498526 1.835636
peaks 1.120627 -0.672989
parish 0.807193 2.010059
vista -0.517912 -0.368540
capcity -2.504725 -2.192859
arrranged -0.403877 -2.728919
employees -2.118106 0.863497
ccc -0.938358 1.561980
arp -1.348300 0.863830
utilisation 0.183547 -1.242490
substitution -0.424954 0.437499
operation -0.180143 0.031417
large 2.567918 0.042201
rests -1.878935 2.858377
according -0.716239 0.213025
tucker 3.174247 -2.463091
durenberger -0.324088 -1.723636
resalat -0.963366 0.220722
irrespective -1.927208 -0.228396
delegate -0.042234 -0.358428
phillip 2.578313 -0.360577
monsod 1.289465 -0.169585
weightings 0.570422 1.311558
byers 1.660473 -1.736739
outright -0.036089 0.336580
secretary 0.087937 1.316162
resolutions -0.966002 -0.682665
vision -1.735376 0.197206
authoritative 0.579403 0.211887
kilowatt 2.372935 0.351950
unspecified 1.646547 0.762495
king -1.815122 1.601565
builders -2.595760 0.746655
soothes 0.196088 -1.058990
arland -1.273512 -0.595508
metall -0.149260 -0.857382
desires -0.878805 0.066992
barreto 1.086520 0.903339
between 0.581785 1.256863
azpur 2.983744 1.806182
bomani 1.270060 1.407921
diversification -1.284123 0.094763
abyss 0.216361 0.308204
hectic -0.297318 -0.328934
concrete -0.100921 -0.115148
generate 1.639596 2.553011
argued 0.610563 -0.741340
serves -0.041088 2.762578
waters 0.398300 -0.706290
eager -1.508942 -0.881676
zinc 1.747860 0.046326
lukman -0.815512 0.817751
yugoslav 0.888794 3.213984
shutdowns -0.735666 -0.809358
clouds 0.547765 -1.015919
blanca -0.595877 -0.655973
literally -2.232881 -1.009148
elders -0.326894 1.395370
salomon -0.814817 2.227071
realistic -2.792030 2.098470
supplement -1.783984 0.203053
usg 1.346023 -0.059213
guerrilla 0.019860 -2.045066
prev -0.942532 0.343272
contradict 1.749659 -0.281466
correction 1.375786 3.468274
freezing -2.966630 -0.816138
participated -1.243539 -1.400590
speeches -0.009303 -0.245421
revives -0.375739 1.556881
curtail 2.045066 -0.689413
looking -0.095612 -0.570692
prevailed -0.749986 1.895073
repetition 1.017380 -0.256823
subsidies -4.053377 0.348239
semiannual 1.603334 0.724665
liu -0.798702 2.797344
queues -0.767560 1.233055
jeffrey -0.162430 -1.177121
bp 0.287115 -2.564410
optimistic -0.009991 0.316601
twin -0.607620 -0.887263
anywhere 1.862179 -1.364797
finish -2.272705 0.823820
cigra 0.829122 -0.525826
nor -2.124854 -0.306203
shaping 0.993473 3.040429
zimoil 1.461210 -1.103998
modes 0.855400 0.069432
footing -0.044095 -2.656076
extended -0.958876 -0.230526
skies -1.103827 2.095136
specifications 0.761411 0.702532
wireless 0.939328 0.066971
wattari 0.352442 0.317010
mill -2.475351 -0.842466
dictate -3.116268 2.529753
seasonable 1.211659 -1.677685
consignments -1.554764 1.695858
my 0.025312 -1.021008
strife 1.251394 0.629093
clause 0.436301 -0.667243
ratified 4.208470 0.222891
wane -0.380341 1.103863
nonbelligerent -0.978069 -0.514442
crossroads 0.117984 -0.154018
merged -0.893013 -1.638830
wallis -2.744154 0.801541
page 1.834854 0.418224
kilo -0.587433 0.842188
testing -1.060253 -1.762355
spin 2.414219 1.821090
obtained -0.024382 -1.320555
dropped 0.860423 -0.385128
including 0.899347 0.758699
corporate -0.198197 1.680321
layers 0.360286 1.402623
lifetime 0.325892 -0.825695
gos 2.597411 2.893177
soon -0.366010 -0.262563
barrel 0.226426 -2.239563
viable -1.339802 -1.486117
rainfalls -0.444974 0.284865
occupants -1.030014 1.957042
shuffle -0.324209 1.128299
introduced -1.235367 0.489091
appetite -0.921672 0.244018
tragets 2.787395 -0.975049
gauged 0.544354 0.033314
suspends 0.050838 -1.107248
petroluem 2.998955 -1.377962
openness 3.093684 1.283541
wheat -0.165002 -0.110071
kemp -0.617038 -0.028886
pull -2.196456 -0.336853
rollbacks 0.148865 -1.763295
advances -2.919650 2.538776
weekends 1.911082 1.141775
absorption -2.162880 -1.320883
bao -0.415952 -0.562036
package 1.541998 1.119036
bangladesh -1.816485 0.553290
spend 0.064920 0.604885
comminuique 0.239641 2.315143
displaced -0.261931 0.066748
items 0.367613 0.099833
curve 0.282121 -2.250947
farm -1.588285 0.724242
equivalents 0.891213 -1.319640
assume 1.816593 0.165096
vital 1.141696 -0.966307
adkerson 0.531773 -0.958250
scheduled -0.751047 -0.604461
bridged -0.150785 1.126648
putting -0.359557 -0.414325
targets -1.369959 -0.484794
television 1.777376 -1.217949
blocks -1.147539 -0.845079
procedures -0.226876 1.539750
uneven 1.093981 -1.631903
unsolved -0.875527 -0.261972
write 1.400500 0.562741
sections -0.395731 1.691834
midamerica -3.184670 -1.053043
reseeded -0.575498 0.418612
repayable 2.047139 1.130180
acquisitions 0.467221 -0.670019
bayou 0.546310 -0.161797
cold 1.526235 -0.572526
sets 2.162999 -1.128454
eggs 0.012390 0.273458
radar 1.483109 1.666907
deflect 2.209220 -1.413879
jurisdiction 0.127279 -0.546285
acrimony -2.192394 2.519744
tank -1.550618 -2.113480
sao 0.772721 3.120457
engender 1.294618 0.994607
guzman -1.086173 0.725108
hydraulic -0.781813 0.129409
recommending -0.539534 -1.981416
exception 2.074869 0.023318
keiichi -0.005241 -0.210644
care -0.926823 0.059891
itcf 0.989918 1.702389
megalitre -2.185356 -1.047905
author -1.014033 -0.845034
countervail 0.182613 -0.849979
distributing -0.396492 -1.530331
reinstate -0.978538 -1.705360
burma -2.396868 -0.156172
petrobras -0.936300 1.585423
adopted -0.118658 -1.288923
excessive 2.382380 -3.151909
applies 1.587568 -1.036755
greece 2.455892 0.010445
steadily -2.685417 -0.356301
neglected 0.174519 -0.641187
deductibility 1.572332 2.513599
knew -0.420170 0.316528
valuation -0.867128 0.570123
espinosa 2.423321 -0.315335
auxiliaire 1.626310 0.590496
spiral -2.291847 -0.104182
loom -0.165676 0.323291
plc 0.043694 -0.140738
ressearch 1.760986 -0.470945
sunshine 1.293437 -1.523689
drive 1.141677 0.545434
leaf -0.161073 0.828467
renewing 1.655197 1.096398
rally 0.087219 0.598741
tourists 2.367044 0.064790
scared -0.500884 -0.536035
roman 1.224568 -2.008550
shutdown -1.609272 1.481190
beat -0.819512 0.423997
slowing 0.443642 0.396327
dissension 1.331605 -1.606555
bundesbank 0.584256 -1.493896
indicative 0.967250 2.311269
sufficency -1.153600 -0.891041
steadied -1.574933 -1.109149
unanswered -0.624152 0.633788
modification 0.196065 0.792746
proximity 0.941572 -0.646723
bankamerica -0.626550 0.393177
kerin -2.633077 1.545114
direction 0.320700 -0.780209
natl 1.632872 2.406374
balances -2.258771 2.330667
unwilling 0.029893 2.418699
illubabor -2.185616 0.873193
retender 1.945758 1.318896
spectrum -0.390377 -1.054610
negative -1.326767 1.643958
t -0.971232 0.364907
bulgaria 0.940630 -0.086765
battering -0.394300 -1.235345
damages -0.359261 0.418617
stopover 0.097328 0.848013
purely -0.183016 -0.043705
tapis 0.805921 0.585653
crude 0.215336 0.425230
board -1.854112 1.840454
tapers 1.569099 -1.181987
koki 1.605682 2.558950
disputes -0.394691 1.975956
stocking -1.022736 -0.410109
grieveson 0.810347 0.385495
want -0.446197 0.604827
outgoing -0.641789 -0.752838
freed 0.417411 -1.244727
certify -1.287472 -2.847442
kohlberg -3.577107 -2.851987
drill -0.081904 -0.957846
algona -5.150584 -1.658713
shaheen -2.736523 0.083615
adverse -1.599351 -1.458480
nhan -1.215120 0.791454
liffe -1.978212 -0.343814
nueva 1.658749 -1.201388
breakdown 2.924304 -2.093199
lebanese -0.467552 3.443878
threatening -1.195016 1.404242
erode -1.241943 1.674756
germinated -0.311149 -0.856733
crandall 0.072904 -2.845867
replacing 0.236857 0.071065
claimed 2.447346 1.947057
prop -0.778900 -0.936085
nonfarm -0.271073 1.487870
repaying -1.379303 -0.736595
surface 0.330595 -1.251454
reactivation 0.029250 0.710481
occasion 1.772082 2.041826
tactics 1.463432 -0.970873
topic -0.483568 2.417814
shook -0.493461 0.409730
rape 1.787648 -0.164764
oilpatch -2.611622 0.904665
pall -0.504201 -1.509547
playing -0.224603 -1.674984
desperately 0.369571 -1.313662
germination 0.258867 1.004106
survive -0.900547 -0.993217
areas 0.105980 -0.153982
implementation 0.643844 -0.356459
arabia 2.761292 0.737582
dependent 2.355290 -1.006828
decides -1.237454 -0.712541
catch 1.284847 -1.006750
manfredonia 1.972921 1.176039
exists 1.285886 -1.504300
machinegun 0.699745 1.326836
zverev -0.845800 1.667198
keys 1.682053 -0.813510
lists 2.508141 -0.983827
monster 0.432709 0.280894
foot -1.496879 0.576549
txc -0.843085 -0.855738
egyptian 1.331320 1.780134
threaten -1.394989 -0.562334
instrument 0.710418 -0.154930
caribbean 2.249422 1.061229
wisenbaker -0.708941 -0.623406
slb 0.247086 -2.300321
rotterdam -1.234336 0.780504
stick 0.468182 -1.247534
enduring -0.798662 -1.169590
courts -0.572081 1.500785
ruding 0.050475 0.789236
hegemonistic -0.097079 0.217898
feeling -1.422356 -0.724848
constructing 0.039190 -1.559314
cometra 0.829526 -2.728123
braced 0.329646 1.400478
seedings -0.836773 1.357042
timetable -1.737769 -0.480283
mi 3.418684 1.052141
egil -0.195436 1.252427
tire 0.623001 -2.944443
gra 0.150983 -0.037063
context 1.373047 0.371139
perspective 1.054205 -2.179532
misreading -1.644355 -0.487368
rout -0.838173 -0.125280
telling -2.152438 1.148720
jerome 0.159995 -1.187033
signup -2.182640 1.772992
industrywide -0.444992 -2.125637
lay -0.300053 -1.127113
spokesmen -1.059311 0.144140
miraculous 1.202191 -0.211955
for -0.554371 -0.614680
marketed 0.235080 1.204037
nawg 1.418712 1.968653
karim -2.060900 2.311928
locked -1.566824 -0.735290
uehara -0.634723 -1.102407
colombia -0.295315 0.684283
cera -0.607437 0.061889
victims -0.553695 2.587918
representations 2.000330 -1.012513
price 0.311296 -1.279642
sightseers 0.407946 -1.630242
ideas 1.979202 -0.941420
skilled -2.274505 -1.160673
forints -1.685060 0.399838
dinner -0.544733 1.230510
havoc -0.533219 0.015740
renewal 1.694561 1.851904
swinging -0.454526 0.158464
shaanxi 0.994102 -0.768546
dinars 0.579940 2.866787
sufficed 1.283093 0.056976
omni 3.219925 -0.071112
thirdly -0.891028 2.065214
control 0.197505 -2.462832
illustrating 1.758762 -0.757488
evolution -1.497607 -1.452071
stirred 2.599818 -0.433178
labrador 0.941080 -0.325999
contract 0.111731 -0.944248
eaten -0.581591 -2.390262
held -0.497659 -0.397150
hoping -2.963805 2.954098
baht 2.138446 1.221951
brought 1.128876 -2.173669
archibold 0.600441 0.153030
jlit 1.398458 -1.811537
spoken 0.345925 -0.012211
prospects -1.880465 0.470229
duchesne 0.505148 1.622892
pick 0.462183 0.128313
departing -0.556006 -2.486563
fiscales -1.329374 1.397646
britian -0.283991 -0.576598
scaled -0.722363 0.431146
cbkg -0.236841 -0.342751
heidrun 2.194872 -0.264948
underwaty -0.461089 0.780538
quintal 0.802278 -1.051002
allocates 1.488838 0.092830
income 3.261983 0.922323
diseases 1.059765 1.302477
aid 1.783767 1.664574
forma -0.853521 0.478768
pct 0.493392 0.928765
subjective -0.009566 -1.047988
rubble -2.261964 -0.149929
mca 0.465354 3.173832
slightly -0.780681 1.364856
convey 0.180737 0.902137
malcolm -0.446855 -0.815052
invoking -1.583973 -1.153712
independent 1.237280 -0.434609
worry 1.091836 -0.529683
smith -1.932342 0.939043
contractors 0.079491 -1.096598
osprey -0.696524 1.475168
unconditionally 1.604023 0.062070
rotary -1.372921 -0.634588
true -2.381659 -0.416976
quarters 2.760102 -1.789235
erdem -0.636097 0.008382
kong -1.654188 0.347679
holiday -0.709458 -1.495033
rough 1.739379 0.969511
secured -0.217431 -1.393715
conceivable 0.369049 1.664323
gaps -0.335136 0.864436
crack -1.846753 1.782713
permanent 0.434456 0.688341
character 0.698188 -0.639307
mccarthy -1.968160 -0.415061
ju -1.247045 -1.485173
chyn 1.520370 -1.046652
proper 0.608900 -0.608773
somehow 1.263772 -0.246564
parra -2.359779 0.442557
delays 1.482740 -2.616430
nc -1.453985 -1.475379
creek -1.735550 0.823535
shock 1.006405 -1.673890
chartered -1.702988 0.626113
nerci 0.444500 0.169971
backdrop -1.588349 0.188380
rules -0.493743 2.955748
shin 0.608440 -0.223238
outweigh 1.024103 0.191274
nationally -0.545035 -1.671572
tighten -3.612794 0.310243
donation 0.880211 -0.147076
richer -2.142155 -0.116961
indidate -0.608006 -0.400331
equilibrium 0.390215 0.242335
czechoslovakia -0.514544 0.874819
reopening -2.029253 -3.652020
myrtle 1.535540 2.854292
tandil 0.844381 -1.579796
hastily 2.315840 -1.746067
host 1.721404 -1.754647
hamza -0.439106 3.020788
ontario -0.340634 -0.172645
distortions -0.480084 0.586379
ottawa 2.537319 -0.795669
anglia -0.141862 -0.794804
down -0.003208 -0.011254
robust -1.875720 1.391688
implement 0.135244 1.230948
chambers -0.693763 0.585039
chemie 1.235739 -1.440526
expense -1.777357 0.689822
propaganda -0.049714 -0.450971
iowa 0.277101 -2.138434
slumped 0.612834 2.789706
bancroft 2.509323 -2.723519
gaf 1.437205 -1.343891
realised -0.858100 -3.291682
crush -2.389607 -0.504420
flowed -0.483543 1.640281
rich 1.795000 -0.564564
regions -0.476988 -3.360495
reality -0.599603 -2.929262
freedman 2.080467 -1.437207
swollen 0.116878 1.051977
borrowers -0.436583 0.903416
liens 1.107126 0.839547
under -2.040489 0.588406
arid 1.561371 -0.836734
simmons -0.979569 0.043206
unacceptable -0.848768 1.138649
tex 0.688954 1.432056
skeptics 0.646622 -2.727997
doomed 0.565556 -0.397068
planted -1.128795 -2.694802
iran -1.587508 0.850021
entex 3.853163 1.863898
clues -1.332618 2.576054
cumhuriyet 1.686169 -0.334212
writing -1.813192 -0.474584
scenarios -0.916491 1.975930
sachs -0.013483 -1.566751
achieve -0.567219 -0.610071
snap -0.381545 -2.457200
inform 0.095517 -0.174486
greenspan 0.937700 -1.632659
examination 0.534125 1.644177
speaker -1.306640 -0.081233
unquoted -0.858308 1.677590
han 1.948472 -0.088653
connection -0.636355 -0.461348
redeemable 0.791770 -0.059661
overstimulating -2.210124 0.391175
maracaibo -0.940737 1.365057
synar 0.768148 0.172035
quoted 1.422111 1.225457
restoring -2.097525 1.136259
redressing 0.777228 -0.429283
forum 1.057462 -0.229856
uproar 1.032025 -2.438009
signals -0.130964 1.348704
kato -0.640389 0.375031
adamantly 0.879186 1.450750
haruya -0.827252 -0.728795
mario 2.546469 1.797810
retroactively 0.534527 1.328909
bsm -1.306228 -0.347120
dealer -0.809038 1.372891
range -1.234055 -0.234953
pitmen -0.236110 -0.930832
inc 0.655347 -1.357166
bomb 1.638715 -2.613659
hua -1.976794 1.045740
economic 2.608068 0.044494
equation 1.706314 0.195132
swaminathan -0.211879 1.443716
berne 0.142285 2.136281
attend -0.865042 0.039597
enormously -0.482240 2.841564
inch -0.009046 1.587453
militate -1.689687 0.260286
filling 0.406683 -0.212396
women 0.050806 -1.264631
drilling 0.802567 -0.565994
fully 0.833842 -0.219670
vorm 2.656078 1.496207
alexandria -0.397456 0.359532
sidelined 1.404785 0.673230
anz -0.579700 2.200238
cases -0.267198 -0.921058
senate -0.480639 1.007936
cuts 0.329385 -0.043790
quickly -2.422170 -1.511635
cyprus 1.192369 -0.426240
assumed 3.424795 -2.341801
canning 0.702827 -2.073727
adana -0.472828 -0.801078
soichi -2.598005 0.611024
inference -2.578303 -0.094433
herrington -0.687884 1.094074
noodles 0.750467 0.857171
yukuo 0.696888 0.544478
infusion 3.120145 0.532155
glass 1.802133 -1.482796
learning 0.939494 -2.060698
linseed -1.445837 -0.264586
venezuela -1.410181 1.289913
schuler 1.732322 -0.129555
herold 0.525025 -0.380750
realism -2.400019 0.605805
wheatgrowers 2.207379 -0.780746
task 1.451599 -0.393584
braceras -0.055349 -1.236681
twister 0.461135 0.577698
cornglutenfeed 0.070692 -0.607045
former -2.642070 1.246462
transaction 0.187514 0.522385
audience -1.931933 -0.525058
displacing 0.296578 -0.742674
connected -0.655910 -0.736767
effort 0.958604 1.302919
asst -1.077644 1.622825
peasants -1.664345 0.920326
unsure -2.639551 0.983429
geoffrey 1.768193 -0.065193
tenth 0.406109 0.117292
preferable 2.021812 -2.719469
marketplace 1.319503 1.255681
studies -2.300834 -0.891977
rotting 0.227479 2.759445
clinton 0.486981 -0.509704
demonstrations -1.783887 -0.631438
clear 2.157510 -2.554637
particulary -1.938506 0.654215
hoel -0.630548 -1.123183
bull 0.615330 0.916736
chaotic 1.523053 -1.036350
hoax -0.215358 -0.299283
containment -0.243817 -0.819883
confrontation -0.216947 1.850737
underproduced -0.020589 -1.187520
honour 2.577893 -2.533730
claus 0.638248 2.571203
noon 0.312636 0.385823
shortage -0.634500 1.232887
retaliation -0.455656 -0.226127
granite -0.511293 0.438113
help 2.134539 -0.278888
loath 0.952001 0.637481
director 0.105158 0.926758
partners -0.317634 -1.296322
dieppe -2.487288 0.269709
dragging 0.286352 -0.412225
production 0.969146 0.541672
latter -0.756632 -0.527319
indonesian 1.313458 -1.054654
mat -1.496210 -1.270767
preclude -1.577286 -0.540699
abdulaziz 3.761122 0.427166
acico -0.773531 -1.665563
chen 0.299288 -2.305882
technological -1.708560 -0.325782
resolving 1.935308 2.601727
inspected -2.730946 3.154767
unrelated 0.482255 -3.724717
marshall -2.707436 -0.331668
complexity -1.826102 1.106578
analysts -1.086269 1.258850
cairo -1.309739 1.784323
alleged 0.111217 0.957654
tarrifs -1.414297 2.040944
negotiable 1.774828 0.679969
ocean 0.741242 -3.839878
iris 1.460042 -0.262393
said 0.533222 -0.107910
tolerated 1.773050 1.100422
tendencies -0.189131 0.632542
asked 0.424024 -1.634685
investigate 2.144394 2.089298
commerce -1.796220 1.119334
manipulated -1.560331 1.343524
hansen -0.160115 2.381857
geodyne 2.713773 -0.880157
mcivor 0.636084 -1.651106
lieu 1.744895 0.073515
slipping 0.033763 -0.225239
backward 1.110559 1.711357
suggesting 0.321993 2.266753
instantly -2.676763 -1.234212
assault -2.385101 -0.041954
hotel -0.581539 0.610285
owners -0.132139 -0.843873
leaseholds -0.293860 -0.955892
outbreak -0.490910 -0.207341
hissene -1.436872 -1.658395
progressively -2.647480 1.481736
inadquate -0.971596 0.077558
lamb 3.306471 -1.469814
equitable -0.964517 -0.647115
full -0.930546 2.430765
payrolls 0.969332 -0.056141
cutoff -0.479524 -0.624840
averted 1.852296 -0.556453
et 0.600389 -0.556747
return 0.335725 -2.074025
guard -1.272283 -0.450760
hunting 1.772753 1.352428
fuelling 0.037935 -0.255686
supply 2.837912 -0.865663
interrupted -1.878480 -1.458749
mitigated 2.388932 0.992754
indiana -1.021787 1.152355
internationalisation -1.800195 -0.654261
meares 1.403523 1.978874
rock -0.791740 -0.237801
only 0.960068 -2.037734
precaution 2.746855 -0.674320
vigrously -0.017502 0.613428
zloties -2.010307 -1.699595
records 0.960250 2.322112
contribution 1.023378 -1.675037
sluggishness 1.589459 1.695179
de -2.545884 0.737519
resignation -1.884136 -0.156199
sony 0.900612 -0.726586
kotc 0.571471 -0.129067
tips 0.216081 2.031401
weed -1.683228 -0.247934
adressed -0.973080 -1.583336
alfalfa -1.826528 -1.172557
contended -1.142837 -2.448357
spadine 1.722092 -0.650791
dislocations -0.454888 -1.328786
influences 0.373573 -0.331555
greening -0.041740 0.165863
legalises 0.031602 -1.355052
incomprehensible -0.770776 -0.096759
indication -1.880978 -2.019346
spa -2.951375 -0.714759
amman -0.147274 -2.246074
pemberton 0.221674 -1.920859
saint 0.849779 -1.335814
fekete 0.314473 -0.047889
sjt 0.685650 -1.643358
economists -0.559041 1.890179
leak 0.341676 -0.130326
critically -1.404388 0.431419
subscriptions 2.015976 -0.264647
srd -0.081267 -0.050098
dreyfus -0.639309 -3.653955
dai 0.002610 -0.371484
humidity -1.280604 -0.493452
refuge -0.478020 0.206116
suliman 3.212462 0.652912
sladoje -0.378612 -0.355680
had -0.685035 -0.879862
uncompetitively -2.102581 -2.456113
refloat 0.362463 0.393276
fefac -1.222470 -0.103954
bavaria -0.545574 0.213179
richfield -0.573107 0.226576
projected 0.950936 -1.516735
kaya -0.097453 -0.935098
abandon -0.397804 -1.638999
foresake 0.735596 -0.272899
est 1.463217 1.389952
overcharges -1.412470 2.196177
cement 1.434572 -0.828113
viktor -0.550511 1.669537
accelerated -1.289433 2.480484
owns 1.406621 -1.011572
persisting 0.914146 -0.148599
noncommittal 0.661343 -1.776580
pioneered -0.395995 1.165037
fairs 0.311150 0.331705
disappearance 1.126408 1.197211
miso -1.773870 -0.035890
fina -1.545321 -0.699895
scotian 1.087900 -0.667413
statoil -0.819547 -0.393318
switch -0.011580 1.510839
loius 0.064811 1.359367
conventional -0.469136 -0.041175
hungary 1.172870 -1.452992
uphold 2.118406 1.789445
lloyd 2.092274 0.713975
industrializing -0.137794 0.293231
scotia -0.736562 -0.652837
poehl -2.224574 -0.338981
always -1.359043 -1.152742
leased 0.204825 -1.502729
now -2.245516 -0.713089
contributed 0.856626 -1.161117
convertible -1.027082 0.176891
stood -1.006855 -1.011364
mbeya -1.377618 -1.056910
gained 0.306463 -0.099697
reorganization -0.866629 -0.421379
scourge -0.973458 0.994932
defensive 0.923908 0.612688
finances 1.551561 -1.386438
displeasure 0.403528 -0.472696
kiichi 1.224731 -0.960832
zuheir 2.137591 0.567519
